,Unnamed: 0,timestamp,gx,gy,gz
0,0.0,5000.0,-0.07391469180583954,0.5552765130996704,0.6298020482063293
1,1.0,5100.0,-0.07391469180583954,0.5552765130996704,0.6298020482063293
2,2.0,5200.0,-0.07391469180583954,0.5552765130996704,0.6298020482063293
3,3.0,5300.0,-0.3604104816913605,-0.06444628536701202,-0.1310305893421173
4,4.0,5400.0,-0.3604104816913605,-0.06444628536701202,-0.1310305893421173
5,5.0,5500.0,-1.213483810424805,-0.04734205827116966,-0.8649851679801941
6,6.0,5600.0,-0.7483099102973938,0.499382346868515,0.09804387390613556
7,7.0,5700.0,-0.7483099102973938,0.499382346868515,0.09804387390613556
8,8.0,5800.0,0.2678644061088562,-0.09407325088977814,-0.3674354553222656
9,9.0,5900.0,0.2678644061088562,-0.09407325088977814,-0.3674354553222656
10,10.0,6000.0,-0.4734205603599548,0.4105014503002167,-0.35643985867500305
11,11.0,6100.0,-0.4734205603599548,0.4105014503002167,-0.35643985867500305
12,12.0,6200.0,0.3597996234893799,-0.1713477075099945,-0.2678644061088562
13,13.0,6300.0,0.3597996234893799,-0.1713477075099945,-0.2678644061088562
14,14.0,6400.0,0.9666942358016968,-0.3045163154602051,0.12950342893600464
15,15.0,6500.0,1.5143349170684814,-0.13255776464939115,0.8866708874702454
16,16.0,6600.0,1.5143349170684814,-0.13255776464939115,0.8866708874702454
17,17.0,6700.0,0.5253441333770752,-0.7159340381622314,0.13347405195236206
18,18.0,6800.0,0.5253441333770752,-0.7159340381622314,0.13347405195236206
19,19.0,6900.0,-0.6163630485534668,-1.1166616678237915,-0.3326161205768585
20,20.0,7000.0,-0.6163630485534668,-1.1166616678237915,-0.3326161205768585
21,21.0,7100.0,-0.9703594446182252,1.1181888580322266,-1.0088438987731934
22,22.0,7200.0,-0.9703594446182252,1.1181888580322266,-1.0088438987731934
23,23.0,7300.0,-0.20463985204696647,-0.15546520054340365,0.12767083942890167
24,24.0,7400.0,-0.3017674386501312,1.205847978591919,0.008246680721640587
25,25.0,7500.0,-0.3017674386501312,1.205847978591919,0.008246680721640587
26,26.0,7600.0,0.3973678350448608,0.5858197808265686,-0.3982841372489929
27,27.0,7700.0,0.3973678350448608,0.5858197808265686,-0.3982841372489929
28,28.0,7800.0,0.5051855444908142,-0.616973876953125,0.0
29,29.0,7900.0,0.5051855444908142,-0.616973876953125,0.0
30,30.0,8000.0,0.4725042581558228,-0.02260201424360276,-0.11209376901388167
31,31.0,8100.0,0.4725042581558228,-0.02260201424360276,-0.11209376901388167
32,32.0,8200.0,0.694248378276825,0.22327125072479248,0.34086281061172485
33,33.0,8300.0,0.6649268269538879,0.5351179838180542,0.8976664543151855
34,34.0,8400.0,0.6649268269538879,0.5351179838180542,0.8976664543151855
35,35.0,8500.0,-0.29077184200286865,0.6459900140762329,-0.05986479297280312
36,36.0,8600.0,-0.29077184200286865,0.6459900140762329,-0.05986479297280312
37,37.0,8700.0,-0.8976664543151855,0.1310305893421173,-1.1362093687057495
38,38.0,8800.0,-0.8976664543151855,0.1310305893421173,-1.1362093687057495
39,39.0,8900.0,-0.16310101747512815,-0.761443555355072,-0.021074850112199783
40,40.0,9000.0,-0.16310101747512815,-0.761443555355072,-0.021074850112199783
41,41.0,9100.0,0.8106181621551514,1.015868902206421,-0.5064072608947754
42,42.0,9200.0,0.5818491578102112,-0.5958990454673767,0.05742133408784866
43,43.0,9300.0,0.5818491578102112,-0.5958990454673767,0.05742133408784866
44,44.0,9400.0,-0.2324342280626297,-0.13530665636062622,-0.1511891484260559
45,45.0,9500.0,-0.2324342280626297,-0.13530665636062622,-0.1511891484260559
46,46.0,9600.0,-0.1059851199388504,1.2928962707519531,-0.05467243865132332
47,47.0,9700.0,-0.1059851199388504,1.2928962707519531,-0.05467243865132332
48,48.0,9800.0,0.7278459668159485,1.01922869682312,-0.004581489134579897
49,49.0,9900.0,0.7278459668159485,1.01922869682312,-0.004581489134579897
50,50.0,10000.0,1.091310739517212,0.05467243865132332,0.6246097087860107
51,51.0,10100.0,0.4013384580612183,-0.2336559593677521,-0.18875735998153687
52,52.0,10200.0,0.4013384580612183,-0.2336559593677521,-0.18875735998153687
53,53.0,10300.0,-0.8863654732704163,-0.4043927788734436,-0.5845980644226074
54,54.0,10400.0,-0.8863654732704163,-0.4043927788734436,-0.5845980644226074
55,55.0,10500.0,-0.702800452709198,-0.5723807215690613,-0.5268712639808655
56,56.0,10600.0,-0.702800452709198,-0.5723807215690613,-0.5268712639808655
57,57.0,10700.0,-0.15271630883216858,0.2000583708286285,-0.22388210892677307
58,58.0,10800.0,-0.15271630883216858,0.2000583708286285,-0.22388210892677307
59,59.0,10900.0,0.27458393573760986,0.7199047207832336,-0.19425514340400696
60,30.0,8000.0,0.4725042581558228,-0.02260201424360276,-0.11209376901388167
